Array Design Name	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Provider	Eleanor Williams (ewilliam@ebi.ac.uk);Exiqon A/S
Comment[ArrayExpressAccession]	A-MEXP-1469
Comment[Description]	Exiqon miRCURY LNA microRNA Array<br> Product number 208100_A  <br> miRBase 12.00 annotation<br> Contains human, mouse and rat sequences <br> 
Comment[SubmittedName]	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Comment[Organism]	Homo sapiens
Printing Protocol	Arrays manufactured by Exiqon (http://www.exiqon.com) using LNA (a high affinity RNA analogue) technology.
Technology Type	unknown_technology_type
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	The MGED Ontology
Substrate Type	unknown_substrate_type
Term Source Name	The MGED Ontology	mirbase
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://microrna.sanger.ac.uk/
Term Source Version	
Comment[AdditionalFile:txt]	A-MEXP-1469_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[mirbase]	Reporter Group[role]	Control Type
3	4	8	6	42747	mmu-miR-93*	Experimental	
3	6	8	6	42747	mmu-miR-93*	Experimental	
3	8	8	6	42747	mmu-miR-93*	Experimental	
4	1	3	5	30687	rno-miR-93	Experimental	
4	3	3	5	30687	rno-miR-93	Experimental	
4	5	3	5	30687	rno-miR-93	Experimental	
4	7	3	5	30687	rno-miR-93	Experimental	
1	1	7	5	42539	hsa-miR-933	Experimental	
1	3	7	5	42539	hsa-miR-933	Experimental	
1	5	7	5	42539	hsa-miR-933	Experimental	
1	7	7	5	42539	hsa-miR-933	Experimental	
1	2	6	3	17863	hsa-miR-934	Experimental	
1	4	6	3	17863	hsa-miR-934	Experimental	
1	6	6	3	17863	hsa-miR-934	Experimental	
1	8	6	3	17863	hsa-miR-934	Experimental	
3	2	15	6	42527	hsa-miR-935	Experimental	
3	4	15	6	42527	hsa-miR-935	Experimental	
3	6	15	6	42527	hsa-miR-935	Experimental	
3	8	15	6	42527	hsa-miR-935	Experimental	
2	1	14	5	42869	hsa-miR-936	Experimental	
2	3	14	5	42869	hsa-miR-936	Experimental	
2	5	14	5	42869	hsa-miR-936	Experimental	
2	7	14	5	42869	hsa-miR-936	Experimental	
4	2	6	5	42514	hsa-miR-937	Experimental	
4	4	6	5	42514	hsa-miR-937	Experimental	
4	6	6	5	42514	hsa-miR-937	Experimental	
4	8	6	5	42514	hsa-miR-937	Experimental	
2	1	5	7	42776	hsa-miR-938	Experimental	
2	3	5	7	42776	hsa-miR-938	Experimental	
2	5	5	7	42776	hsa-miR-938	Experimental	
2	7	5	7	42776	hsa-miR-938	Experimental	
1	2	15	6	42529	hsa-miR-939	Experimental	
1	4	15	6	42529	hsa-miR-939	Experimental	
1	6	15	6	42529	hsa-miR-939	Experimental	
1	8	15	6	42529	hsa-miR-939	Experimental	
4	2	4	7	42753	hsa-miR-940	Experimental	
4	4	4	7	42753	hsa-miR-940	Experimental	
4	6	4	7	42753	hsa-miR-940	Experimental	
4	8	4	7	42753	hsa-miR-940	Experimental	
2	2	6	8	42997	hsa-miR-940	Experimental	
2	4	6	8	42997	hsa-miR-940	Experimental	
2	6	6	8	42997	hsa-miR-940	Experimental	
2	8	6	8	42997	hsa-miR-940	Experimental	
4	1	10	6	42814	hsa-miR-941	Experimental	
4	3	10	6	42814	hsa-miR-941	Experimental	
4	5	10	6	42814	hsa-miR-941	Experimental	
4	7	10	6	42814	hsa-miR-941	Experimental	
4	2	1	7	42608	hsa-miR-942	Experimental	
4	4	1	7	42608	hsa-miR-942	Experimental	
4	6	1	7	42608	hsa-miR-942	Experimental	
4	8	1	7	42608	hsa-miR-942	Experimental	
3	2	10	5	42696	hsa-miR-943	Experimental	
3	4	10	5	42696	hsa-miR-943	Experimental	
3	6	10	5	42696	hsa-miR-943	Experimental	
3	8	10	5	42696	hsa-miR-943	Experimental	
3	1	11	6	42873	hsa-miR-944	Experimental	
3	3	11	6	42873	hsa-miR-944	Experimental	
3	5	11	6	42873	hsa-miR-944	Experimental	
3	7	11	6	42873	hsa-miR-944	Experimental	
2	1	13	3	11181	hsa-miR-95	Experimental	
2	3	13	3	11181	hsa-miR-95	Experimental	
2	5	13	3	11181	hsa-miR-95	Experimental	
2	7	13	3	11181	hsa-miR-95	Experimental	
4	1	6	8	42971	hsa-miR-96*	Experimental	
4	3	6	8	42971	hsa-miR-96*	Experimental	
4	5	6	8	42971	hsa-miR-96*	Experimental	
4	7	6	8	42971	hsa-miR-96*	Experimental	
3	1	5	2	13147	rno-miR-96	Experimental	
3	3	5	2	13147	rno-miR-96	Experimental	
3	5	5	2	13147	rno-miR-96	Experimental	
3	7	5	2	13147	rno-miR-96	Experimental	
1	1	13	3	11182	rno-miR-98	Experimental	
1	3	13	3	11182	rno-miR-98	Experimental	
1	5	13	3	11182	rno-miR-98	Experimental	
1	7	13	3	11182	rno-miR-98	Experimental	
2	2	9	2	17852	hsa-miR-99a*	Experimental	
2	4	9	2	17852	hsa-miR-99a*	Experimental	
2	6	9	2	17852	hsa-miR-99a*	Experimental	
2	8	9	2	17852	hsa-miR-99a*	Experimental	
2	2	3	7	42708	rno-miR-99a	Experimental	
2	4	3	7	42708	rno-miR-99a	Experimental	
2	6	3	7	42708	rno-miR-99a	Experimental	
2	8	3	7	42708	rno-miR-99a	Experimental	
4	1	7	3	17898	rno-miR-99b*	Experimental	
4	3	7	3	17898	rno-miR-99b*	Experimental	
4	5	7	3	17898	rno-miR-99b*	Experimental	
4	7	7	3	17898	rno-miR-99b*	Experimental	
2	2	4	2	11184	rno-miR-99b	Experimental	
2	4	4	2	11184	rno-miR-99b	Experimental	
2	6	4	2	11184	rno-miR-99b	Experimental	
2	8	4	2	11184	rno-miR-99b	Experimental	
3	1	3	5	30716	hsv1-miR-H1	Experimental	
3	3	3	5	30716	hsv1-miR-H1	Experimental	
3	5	3	5	30716	hsv1-miR-H1	Experimental	
3	7	3	5	30716	hsv1-miR-H1	Experimental	
1	1	6	8	42976	hsv1-miR-LAT	Experimental	
1	3	6	8	42976	hsv1-miR-LAT	Experimental	
1	5	6	8	42976	hsv1-miR-LAT	Experimental	
1	7	6	8	42976	hsv1-miR-LAT	Experimental	
4	2	3	9	42999	hsv1-miR-LAT	Experimental	
4	4	3	9	42999	hsv1-miR-LAT	Experimental	
4	6	3	9	42999	hsv1-miR-LAT	Experimental	
4	8	3	9	42999	hsv1-miR-LAT	Experimental	
3	1	10	1	17567	kshv-miR-K12-1	Experimental	
3	3	10	1	17567	kshv-miR-K12-1	Experimental	
3	5	10	1	17567	kshv-miR-K12-1	Experimental	
3	7	10	1	17567	kshv-miR-K12-1	Experimental	
3	2	2	7	42656	kshv-miR-K12-10a	Experimental	
3	4	2	7	42656	kshv-miR-K12-10a	Experimental	
3	6	2	7	42656	kshv-miR-K12-10a	Experimental	
3	8	2	7	42656	kshv-miR-K12-10a	Experimental	
3	1	5	6	42624	kshv-miR-K12-10b	Experimental	
3	3	5	6	42624	kshv-miR-K12-10b	Experimental	
3	5	5	6	42624	kshv-miR-K12-10b	Experimental	
3	7	5	6	42624	kshv-miR-K12-10b	Experimental	
4	1	8	2	17571	kshv-miR-K12-11	Experimental	
4	3	8	2	17571	kshv-miR-K12-11	Experimental	
4	5	8	2	17571	kshv-miR-K12-11	Experimental	
4	7	8	2	17571	kshv-miR-K12-11	Experimental	
2	2	6	5	42516	kshv-miR-K12-12	Experimental	
2	4	6	5	42516	kshv-miR-K12-12	Experimental	
2	6	6	5	42516	kshv-miR-K12-12	Experimental	
2	8	6	5	42516	kshv-miR-K12-12	Experimental	
1	1	9	1	17470	kshv-miR-K12-2	Experimental	
1	3	9	1	17470	kshv-miR-K12-2	Experimental	
1	5	9	1	17470	kshv-miR-K12-2	Experimental	
1	7	9	1	17470	kshv-miR-K12-2	Experimental	
3	2	5	7	42795	kshv-miR-K12-3	Experimental	
3	4	5	7	42795	kshv-miR-K12-3	Experimental	
3	6	5	7	42795	kshv-miR-K12-3	Experimental	
3	8	5	7	42795	kshv-miR-K12-3	Experimental	
3	1	6	2	17315	kshv-miR-K12-3*	Experimental	
3	3	6	2	17315	kshv-miR-K12-3*	Experimental	
3	5	6	2	17315	kshv-miR-K12-3*	Experimental	
3	7	6	2	17315	kshv-miR-K12-3*	Experimental	
3	2	2	3	17418	kshv-miR-K12-4-3p	Experimental	
3	4	2	3	17418	kshv-miR-K12-4-3p	Experimental	
3	6	2	3	17418	kshv-miR-K12-4-3p	Experimental	
3	8	2	3	17418	kshv-miR-K12-4-3p	Experimental	
2	1	1	4	17606	kshv-miR-K12-4-5p	Experimental	
2	3	1	4	17606	kshv-miR-K12-4-5p	Experimental	
2	5	1	4	17606	kshv-miR-K12-4-5p	Experimental	
2	7	1	4	17606	kshv-miR-K12-4-5p	Experimental	
1	1	8	2	17578	kshv-miR-K12-5	Experimental	
1	3	8	2	17578	kshv-miR-K12-5	Experimental	
1	5	8	2	17578	kshv-miR-K12-5	Experimental	
1	7	8	2	17578	kshv-miR-K12-5	Experimental	
2	1	7	2	17488	kshv-miR-K12-6-3p	Experimental	
2	3	7	2	17488	kshv-miR-K12-6-3p	Experimental	
2	5	7	2	17488	kshv-miR-K12-6-3p	Experimental	
2	7	7	2	17488	kshv-miR-K12-6-3p	Experimental	
1	2	1	4	17650	kshv-miR-K12-6-5p	Experimental	
1	4	1	4	17650	kshv-miR-K12-6-5p	Experimental	
1	6	1	4	17650	kshv-miR-K12-6-5p	Experimental	
1	8	1	4	17650	kshv-miR-K12-6-5p	Experimental	
4	2	15	3	17437	kshv-miR-K12-7	Experimental	
4	4	15	3	17437	kshv-miR-K12-7	Experimental	
4	6	15	3	17437	kshv-miR-K12-7	Experimental	
4	8	15	3	17437	kshv-miR-K12-7	Experimental	
3	1	1	4	17596	kshv-miR-K12-8	Experimental	
3	3	1	4	17596	kshv-miR-K12-8	Experimental	
3	5	1	4	17596	kshv-miR-K12-8	Experimental	
3	7	1	4	17596	kshv-miR-K12-8	Experimental	
2	2	2	3	17419	kshv-miR-K12-9	Experimental	
2	4	2	3	17419	kshv-miR-K12-9	Experimental	
2	6	2	3	17419	kshv-miR-K12-9	Experimental	
2	8	2	3	17419	kshv-miR-K12-9	Experimental	
4	1	5	7	42774	kshv-miR-K12-9*	Experimental	
4	3	5	7	42774	kshv-miR-K12-9*	Experimental	
4	5	5	7	42774	kshv-miR-K12-9*	Experimental	
4	7	5	7	42774	kshv-miR-K12-9*	Experimental	
4	1	7	9	17287	mghv-miR-M1-1	Experimental	
4	3	7	9	17287	mghv-miR-M1-1	Experimental	
4	5	7	9	17287	mghv-miR-M1-1	Experimental	
4	7	7	9	17287	mghv-miR-M1-1	Experimental	
4	1	11	9	42464	mghv-miR-M1-2	Experimental	
4	3	11	9	42464	mghv-miR-M1-2	Experimental	
4	5	11	9	42464	mghv-miR-M1-2	Experimental	
4	7	11	9	42464	mghv-miR-M1-2	Experimental	
1	1	15	7	17537	mghv-miR-M1-3	Experimental	
1	3	15	7	17537	mghv-miR-M1-3	Experimental	
1	5	15	7	17537	mghv-miR-M1-3	Experimental	
1	7	15	7	17537	mghv-miR-M1-3	Experimental	
2	1	7	9	17291	mghv-miR-M1-4	Experimental	
2	3	7	9	17291	mghv-miR-M1-4	Experimental	
2	5	7	9	17291	mghv-miR-M1-4	Experimental	
2	7	7	9	17291	mghv-miR-M1-4	Experimental	
1	1	4	10	17352	mghv-miR-M1-5	Experimental	
1	3	4	10	17352	mghv-miR-M1-5	Experimental	
1	5	4	10	17352	mghv-miR-M1-5	Experimental	
1	7	4	10	17352	mghv-miR-M1-5	Experimental	
2	1	11	8	17273	mghv-miR-M1-6	Experimental	
2	3	11	8	17273	mghv-miR-M1-6	Experimental	
2	5	11	8	17273	mghv-miR-M1-6	Experimental	
2	7	11	8	17273	mghv-miR-M1-6	Experimental	
3	1	7	9	17290	mghv-miR-M1-7-3p	Experimental	
3	3	7	9	17290	mghv-miR-M1-7-3p	Experimental	
3	5	7	9	17290	mghv-miR-M1-7-3p	Experimental	
3	7	7	9	17290	mghv-miR-M1-7-3p	Experimental	
1	1	12	8	17604	mghv-miR-M1-7-5p	Experimental	
1	3	12	8	17604	mghv-miR-M1-7-5p	Experimental	
1	5	12	8	17604	mghv-miR-M1-7-5p	Experimental	
1	7	12	8	17604	mghv-miR-M1-7-5p	Experimental	
4	2	11	8	17431	mghv-miR-M1-8	Experimental	
4	4	11	8	17431	mghv-miR-M1-8	Experimental	
4	6	11	8	17431	mghv-miR-M1-8	Experimental	
4	8	11	8	17431	mghv-miR-M1-8	Experimental	
2	1	8	9	17620	mghv-miR-M1-9	Experimental	
2	3	8	9	17620	mghv-miR-M1-9	Experimental	
2	5	8	9	17620	mghv-miR-M1-9	Experimental	
2	7	8	9	17620	mghv-miR-M1-9	Experimental	
1	1	1	10	11239	rno-miR-383	Experimental	
1	3	1	10	11239	rno-miR-383	Experimental	
1	5	1	10	11239	rno-miR-383	Experimental	
1	7	1	10	11239	rno-miR-383	Experimental	
3	2	11	7	17653	mmu-miR-133a*	Experimental	
3	4	11	7	17653	mmu-miR-133a*	Experimental	
3	6	11	7	17653	mmu-miR-133a*	Experimental	
3	8	11	7	17653	mmu-miR-133a*	Experimental	
2	2	11	7	17820	miRPlus_17820	Experimental	
2	4	11	7	17820	miRPlus_17820	Experimental	
2	6	11	7	17820	miRPlus_17820	Experimental	
2	8	11	7	17820	miRPlus_17820	Experimental	
4	2	7	8	17824	miRPlus_17824	Experimental	
4	4	7	8	17824	miRPlus_17824	Experimental	
4	6	7	8	17824	miRPlus_17824	Experimental	
4	8	7	8	17824	miRPlus_17824	Experimental	
3	2	7	8	17841	miRPlus_17841	Experimental	
3	4	7	8	17841	miRPlus_17841	Experimental	
3	6	7	8	17841	miRPlus_17841	Experimental	
3	8	7	8	17841	miRPlus_17841	Experimental	
2	2	7	8	17848	miRPlus_17848	Experimental	
2	4	7	8	17848	miRPlus_17848	Experimental	
2	6	7	8	17848	miRPlus_17848	Experimental	
2	8	7	8	17848	miRPlus_17848	Experimental	
1	2	7	8	17858	miRPlus_17858	Experimental	
1	4	7	8	17858	miRPlus_17858	Experimental	
1	6	7	8	17858	miRPlus_17858	Experimental	
1	8	7	8	17858	miRPlus_17858	Experimental	
4	2	4	9	17869	miRPlus_17869	Experimental	
4	4	4	9	17869	miRPlus_17869	Experimental	
4	6	4	9	17869	miRPlus_17869	Experimental	
4	8	4	9	17869	miRPlus_17869	Experimental	
3	2	4	9	17880	miRPlus_17880	Experimental	
3	4	4	9	17880	miRPlus_17880	Experimental	
3	6	4	9	17880	miRPlus_17880	Experimental	
3	8	4	9	17880	miRPlus_17880	Experimental	
2	2	4	9	17891	miRPlus_17891	Experimental	
2	4	4	9	17891	miRPlus_17891	Experimental	
2	6	4	9	17891	miRPlus_17891	Experimental	
2	8	4	9	17891	miRPlus_17891	Experimental	
1	2	4	9	17892	miRPlus_17892	Experimental	
1	4	4	9	17892	miRPlus_17892	Experimental	
1	6	4	9	17892	miRPlus_17892	Experimental	
1	8	4	9	17892	miRPlus_17892	Experimental	
4	2	1	10	17932	miRPlus_17932	Experimental	
4	4	1	10	17932	miRPlus_17932	Experimental	
4	6	1	10	17932	miRPlus_17932	Experimental	
4	8	1	10	17932	miRPlus_17932	Experimental	
3	2	1	10	17952	miRPlus_17952	Experimental	
3	4	1	10	17952	miRPlus_17952	Experimental	
3	6	1	10	17952	miRPlus_17952	Experimental	
3	8	1	10	17952	miRPlus_17952	Experimental	
2	2	1	10	17955	miRPlus_17955	Experimental	
2	4	1	10	17955	miRPlus_17955	Experimental	
2	6	1	10	17955	miRPlus_17955	Experimental	
2	8	1	10	17955	miRPlus_17955	Experimental	
1	2	1	10	17957	miRPlus_17957	Experimental	
1	4	1	10	17957	miRPlus_17957	Experimental	
1	6	1	10	17957	miRPlus_17957	Experimental	
1	8	1	10	17957	miRPlus_17957	Experimental	
3	1	12	7	27560	miRPlus_27560	Experimental	
3	3	12	7	27560	miRPlus_27560	Experimental	
3	5	12	7	27560	miRPlus_27560	Experimental	
3	7	12	7	27560	miRPlus_27560	Experimental	
2	1	12	7	28302	miRPlus_28302	Experimental	
2	3	12	7	28302	miRPlus_28302	Experimental	
2	5	12	7	28302	miRPlus_28302	Experimental	
2	7	12	7	28302	miRPlus_28302	Experimental	
1	1	12	7	28431	hsa-miR-1908	Experimental	
1	3	12	7	28431	hsa-miR-1908	Experimental	
1	5	12	7	28431	hsa-miR-1908	Experimental	
1	7	12	7	28431	hsa-miR-1908	Experimental	
4	1	9	8	28534	miRPlus_28534	Experimental	
4	3	9	8	28534	miRPlus_28534	Experimental	
4	5	9	8	28534	miRPlus_28534	Experimental	
4	7	9	8	28534	miRPlus_28534	Experimental	
3	1	9	8	30209	miRPlus_30209	Experimental	
3	3	9	8	30209	miRPlus_30209	Experimental	
3	5	9	8	30209	miRPlus_30209	Experimental	
3	7	9	8	30209	miRPlus_30209	Experimental	
2	1	9	8	42487	miRPlus_42487	Experimental	
2	3	9	8	42487	miRPlus_42487	Experimental	
2	5	9	8	42487	miRPlus_42487	Experimental	
2	7	9	8	42487	miRPlus_42487	Experimental	
1	1	9	8	42492	miRPlus_42492	Experimental	
1	3	9	8	42492	miRPlus_42492	Experimental	
1	5	9	8	42492	miRPlus_42492	Experimental	
1	7	9	8	42492	miRPlus_42492	Experimental	
3	1	5	9	42521	miRPlus_42521	Experimental	
3	3	5	9	42521	miRPlus_42521	Experimental	
3	5	5	9	42521	miRPlus_42521	Experimental	
3	7	5	9	42521	miRPlus_42521	Experimental	
2	1	5	9	42526	miRPlus_42526	Experimental	
2	3	5	9	42526	miRPlus_42526	Experimental	
2	5	5	9	42526	miRPlus_42526	Experimental	
2	7	5	9	42526	miRPlus_42526	Experimental	
1	1	5	9	42530	miRPlus_42530	Experimental	
1	3	5	9	42530	miRPlus_42530	Experimental	
1	5	5	9	42530	miRPlus_42530	Experimental	
1	7	5	9	42530	miRPlus_42530	Experimental	
4	1	2	10	42681	hsa-miR-1307	Experimental	
4	3	2	10	42681	hsa-miR-1307	Experimental	
4	5	2	10	42681	hsa-miR-1307	Experimental	
4	7	2	10	42681	hsa-miR-1307	Experimental	
3	1	2	10	42710	hsa-miR-1296	Experimental	
3	3	2	10	42710	hsa-miR-1296	Experimental	
3	5	2	10	42710	hsa-miR-1296	Experimental	
3	7	2	10	42710	hsa-miR-1296	Experimental	
2	1	2	10	42720	miRPlus_42720	Experimental	
2	3	2	10	42720	miRPlus_42720	Experimental	
2	5	2	10	42720	miRPlus_42720	Experimental	
2	7	2	10	42720	miRPlus_42720	Experimental	
1	1	2	10	42721	miRPlus_42721	Experimental	
1	3	2	10	42721	miRPlus_42721	Experimental	
1	5	2	10	42721	miRPlus_42721	Experimental	
1	7	2	10	42721	miRPlus_42721	Experimental	
4	2	12	7	42734	miRPlus_42734	Experimental	
4	4	12	7	42734	miRPlus_42734	Experimental	
4	6	12	7	42734	miRPlus_42734	Experimental	
4	8	12	7	42734	miRPlus_42734	Experimental	
3	2	12	7	42745	miRPlus_42745	Experimental	
3	4	12	7	42745	miRPlus_42745	Experimental	
3	6	12	7	42745	miRPlus_42745	Experimental	
3	8	12	7	42745	miRPlus_42745	Experimental	
2	2	12	7	42780	miRPlus_42780	Experimental	
2	4	12	7	42780	miRPlus_42780	Experimental	
2	6	12	7	42780	miRPlus_42780	Experimental	
2	8	12	7	42780	miRPlus_42780	Experimental	
1	2	12	7	42793	miRPlus_42793	Experimental	
1	4	12	7	42793	miRPlus_42793	Experimental	
1	6	12	7	42793	miRPlus_42793	Experimental	
1	8	12	7	42793	miRPlus_42793	Experimental	
4	2	9	8	42819	miRPlus_42819	Experimental	
4	4	9	8	42819	miRPlus_42819	Experimental	
4	6	9	8	42819	miRPlus_42819	Experimental	
4	8	9	8	42819	miRPlus_42819	Experimental	
3	2	9	8	42838	miRPlus_42838	Experimental	
3	4	9	8	42838	miRPlus_42838	Experimental	
3	6	9	8	42838	miRPlus_42838	Experimental	
3	8	9	8	42838	miRPlus_42838	Experimental	
2	2	9	8	42848	hsa-miR-1180	Experimental	
2	4	9	8	42848	hsa-miR-1180	Experimental	
2	6	9	8	42848	hsa-miR-1180	Experimental	
2	8	9	8	42848	hsa-miR-1180	Experimental	
1	2	9	8	42856	miRPlus_42856	Experimental	
1	4	9	8	42856	miRPlus_42856	Experimental	
1	6	9	8	42856	miRPlus_42856	Experimental	
1	8	9	8	42856	miRPlus_42856	Experimental	
4	2	5	9	42859	hsa-miR-675b	Experimental	
4	4	5	9	42859	hsa-miR-675b	Experimental	
4	6	5	9	42859	hsa-miR-675b	Experimental	
4	8	5	9	42859	hsa-miR-675b	Experimental	
3	2	2	8	42668	mmu-let-7c-1*	Experimental	
3	4	2	8	42668	mmu-let-7c-1*	Experimental	
3	6	2	8	42668	mmu-let-7c-1*	Experimental	
3	8	2	8	42668	mmu-let-7c-1*	Experimental	
2	1	9	3	10914	rno-let-7d	Experimental	
2	3	9	3	10914	rno-let-7d	Experimental	
2	5	9	3	10914	rno-let-7d	Experimental	
2	7	9	3	10914	rno-let-7d	Experimental	
2	2	13	6	33401	rno-let-7f	Experimental	
2	4	13	6	33401	rno-let-7f	Experimental	
2	6	13	6	33401	rno-let-7f	Experimental	
2	8	13	6	33401	rno-let-7f	Experimental	
1	2	8	4	42463	mmu-let-7g	Experimental	
1	4	8	4	42463	mmu-let-7g	Experimental	
1	6	8	4	42463	mmu-let-7g	Experimental	
1	8	8	4	42463	mmu-let-7g	Experimental	
3	1	12	2	9938	rno-let-7i	Experimental	
3	3	12	2	9938	rno-let-7i	Experimental	
3	5	12	2	9938	rno-let-7i	Experimental	
3	7	12	2	9938	rno-let-7i	Experimental	
4	1	12	10	42953	rno-miR-101b	Experimental	
4	3	12	10	42953	rno-miR-101b	Experimental	
4	5	12	10	42953	rno-miR-101b	Experimental	
4	7	12	10	42953	rno-miR-101b	Experimental	
2	2	9	10	42851	mmu-miR-105	Experimental	
2	4	9	10	42851	mmu-miR-105	Experimental	
2	6	9	10	42851	mmu-miR-105	Experimental	
2	8	9	10	42851	mmu-miR-105	Experimental	
3	2	12	8	19599	mmu-miR-106a	Experimental	
3	4	12	8	19599	mmu-miR-106a	Experimental	
3	6	12	8	19599	mmu-miR-106a	Experimental	
3	8	12	8	19599	mmu-miR-106a	Experimental	
1	1	16	8	42779	mmu-miR-125b*	Experimental	
1	3	16	8	42779	mmu-miR-125b*	Experimental	
1	5	16	8	42779	mmu-miR-125b*	Experimental	
1	7	16	8	42779	mmu-miR-125b*	Experimental	
3	1	4	7	42731	rno-miR-138	Experimental	
3	3	4	7	42731	rno-miR-138	Experimental	
3	5	4	7	42731	rno-miR-138	Experimental	
3	7	4	7	42731	rno-miR-138	Experimental	
4	1	14	8	42452	mmu-miR-141*	Experimental	
4	3	14	8	42452	mmu-miR-141*	Experimental	
4	5	14	8	42452	mmu-miR-141*	Experimental	
4	7	14	8	42452	mmu-miR-141*	Experimental	
3	2	9	10	42849	mmu-miR-146b*	Experimental	
3	4	9	10	42849	mmu-miR-146b*	Experimental	
3	6	9	10	42849	mmu-miR-146b*	Experimental	
3	8	9	10	42849	mmu-miR-146b*	Experimental	
2	2	5	9	11202	rno-miR-151*	Experimental	
2	4	5	9	11202	rno-miR-151*	Experimental	
2	6	5	9	11202	rno-miR-151*	Experimental	
2	8	5	9	11202	rno-miR-151*	Experimental	
4	2	5	10	27558	mmu-miR-155	Experimental	
4	4	5	10	27558	mmu-miR-155	Experimental	
4	6	5	10	27558	mmu-miR-155	Experimental	
4	8	5	10	27558	mmu-miR-155	Experimental	
4	2	12	9	42697	mmu-miR-15a*	Experimental	
4	4	12	9	42697	mmu-miR-15a*	Experimental	
4	6	12	9	42697	mmu-miR-15a*	Experimental	
4	8	12	9	42697	mmu-miR-15a*	Experimental	
1	2	16	8	42835	mmu-miR-16*	Experimental	
1	4	16	8	42835	mmu-miR-16*	Experimental	
1	6	16	8	42835	mmu-miR-16*	Experimental	
1	8	16	8	42835	mmu-miR-16*	Experimental	
2	2	12	8	19600	mmu-miR-17*	Experimental	
2	4	12	8	19600	mmu-miR-17*	Experimental	
2	6	12	8	19600	mmu-miR-17*	Experimental	
2	8	12	8	19600	mmu-miR-17*	Experimental	
3	1	11	9	42469	mmu-miR-181a-2*	Experimental	
3	3	11	9	42469	mmu-miR-181a-2*	Experimental	
3	5	11	9	42469	mmu-miR-181a-2*	Experimental	
3	7	11	9	42469	mmu-miR-181a-2*	Experimental	
4	1	12	9	42631	mmu-miR-186*	Experimental	
4	3	12	9	42631	mmu-miR-186*	Experimental	
4	5	12	9	42631	mmu-miR-186*	Experimental	
4	7	12	9	42631	mmu-miR-186*	Experimental	
3	1	1	9	42877	mmu-miR-18b	Experimental	
3	3	1	9	42877	mmu-miR-18b	Experimental	
3	5	1	9	42877	mmu-miR-18b	Experimental	
3	7	1	9	42877	mmu-miR-18b	Experimental	
4	1	3	8	42748	mmu-miR-191*	Experimental	
4	3	3	8	42748	mmu-miR-191*	Experimental	
4	5	3	8	42748	mmu-miR-191*	Experimental	
4	7	3	8	42748	mmu-miR-191*	Experimental	
3	2	11	9	42579	rno-miR-193*	Experimental	
3	4	11	9	42579	rno-miR-193*	Experimental	
3	6	11	9	42579	rno-miR-193*	Experimental	
3	8	11	9	42579	rno-miR-193*	Experimental	
2	2	15	7	17729	mmu-miR-193b	Experimental	
2	4	15	7	17729	mmu-miR-193b	Experimental	
2	6	15	7	17729	mmu-miR-193b	Experimental	
2	8	15	7	17729	mmu-miR-193b	Experimental	
1	2	5	9	11205	mmu-miR-199b*	Experimental	
1	4	5	9	11205	mmu-miR-199b*	Experimental	
1	6	5	9	11205	mmu-miR-199b*	Experimental	
1	8	5	9	11205	mmu-miR-199b*	Experimental	
4	2	6	9	13176	mmu-miR-201	Experimental	
4	4	6	9	13176	mmu-miR-201	Experimental	
4	6	6	9	13176	mmu-miR-201	Experimental	
4	8	6	9	13176	mmu-miR-201	Experimental	
4	2	2	10	11207	mmu-miR-202-3p	Experimental	
4	4	2	10	11207	mmu-miR-202-3p	Experimental	
4	6	2	10	11207	mmu-miR-202-3p	Experimental	
4	8	2	10	11207	mmu-miR-202-3p	Experimental	
1	2	1	9	42919	mmu-miR-203*	Experimental	
1	4	1	9	42919	mmu-miR-203*	Experimental	
1	6	1	9	42919	mmu-miR-203*	Experimental	
1	8	1	9	42919	mmu-miR-203*	Experimental	
3	2	2	10	11208	rno-miR-207	Experimental	
3	4	2	10	11208	rno-miR-207	Experimental	
3	6	2	10	11208	rno-miR-207	Experimental	
3	8	2	10	11208	rno-miR-207	Experimental	
4	1	1	9	42876	rno-miR-20a*	Experimental	
4	3	1	9	42876	rno-miR-20a*	Experimental	
4	5	1	9	42876	rno-miR-20a*	Experimental	
4	7	1	9	42876	rno-miR-20a*	Experimental	
1	1	1	5	42860	mmu-miR-20b	Experimental	
1	3	1	5	42860	mmu-miR-20b	Experimental	
1	5	1	5	42860	mmu-miR-20b	Experimental	
1	7	1	5	42860	mmu-miR-20b	Experimental	
4	1	14	7	14297	rno-miR-20b-3p	Experimental	
4	3	14	7	14297	rno-miR-20b-3p	Experimental	
4	5	14	7	14297	rno-miR-20b-3p	Experimental	
4	7	14	7	14297	rno-miR-20b-3p	Experimental	
4	2	12	8	17896	rno-miR-21*	Experimental	
4	4	12	8	17896	rno-miR-21*	Experimental	
4	6	12	8	17896	rno-miR-21*	Experimental	
4	8	12	8	17896	rno-miR-21*	Experimental	
1	2	12	8	19601	rno-miR-211	Experimental	
1	4	12	8	19601	rno-miR-211	Experimental	
